id,template,count
3666,SELECT table_alias1.col_name / table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string,1
3667,"SELECT table_alias1.col_name AS column_alias0
FROM table_name table_alias0
JOIN table_name table_alias1
ON table_alias0.col_name = table_alias1.col_name
WHERE table_alias0.col_name ILIKE string AND table_alias0.col_name = num
ORDER BY table_alias0.col_name DESC NULLS LAST
LIMIT num;",1
3668,SELECT table_alias1.col_name AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias0.col_name) DESC LIMIT column_alias0,1
3669,"SELECT table_alias1.col_name FROM ( SELECT table_alias0.col_name, COUNT(col_name) FROM table_name AS table_alias0 GROUP BY table_alias0.col_name ORDER BY COUNT(table_alias0.col_name) DESC LIMIT num ) table_alias1",1
3670,"SELECT table_alias1.col_name FROM ( SELECT table_alias0.col_name, SUM(table_alias0.col_name) FROM table_name AS table_alias0 WHERE table_alias0.col_name = num GROUP BY table_alias0.col_name ORDER BY SUM(table_alias0.col_name) DESC LIMIT num ) table_alias1",1
3671,SELECT table_alias1.col_name FROM `col_name col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name < num AND table_alias0.col_name < num GROUP BY table_alias1.col_name,1
3672,SELECT table_alias1.col_name FROM `col_name col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = string,1
3673,SELECT table_alias1.col_name FROM `col_name col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name < ( SELECT AVG(col_name) * num FROM table_name ) GROUP BY table_alias1.col_name,1
3674,SELECT table_alias1.col_name FROM `col_name-col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string,1
3675,SELECT table_alias1.col_name FROM `col_name-col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string,1
3676,SELECT table_alias1.col_name FROM `col_name-col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = string,1
3677,SELECT table_alias1.col_name FROM `col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = string,1
3678,SELECT table_alias1.col_name FROM `col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = string GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias1.col_name) DESC LIMIT num,1
3679,SELECT table_alias1.col_name FROM `col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.col_name = string AND table_alias0.table_name = string,1
3680,SELECT table_alias1.col_name FROM `table_name-col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string,1
3681,SELECT table_alias1.col_name FROM `table_name-col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string AND table_alias1.col_name LIKE string,1
3682,SELECT table_alias1.col_name FROM `table_name-col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias1.col_name = string,1
3683,SELECT table_alias1.col_name FROM `table_name-col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias0.col_name = string,1
3684,SELECT table_alias1.col_name FROM table_name AS table_alias0  INNER JOIN table_name AS table_alias1  ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2  ON table_alias2.col_name = table_alias0.col_name WHERE table_alias2.col_name = string AND table_alias0.col_name = string GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias1.col_name) DESC LIMIT num,1
3685,SELECT table_alias1.col_name FROM table_name AS table_alias0  INNER JOIN table_name AS table_alias1  ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2  ON table_alias2.col_name = table_alias0.col_name WHERE table_alias2.col_name = string ORDER BY table_alias0.col_name DESC LIMIT num,1
3686,SELECT table_alias1.col_name FROM table_name AS table_alias0  INNER JOIN table_name AS table_alias1  ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = boolean AND table_alias0.col_name = string,1
3687,SELECT table_alias1.col_name FROM table_name AS table_alias0  INNER JOIN table_name AS table_alias1  ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string AND table_alias0.col_name = boolean,1
3688,SELECT table_alias1.col_name FROM table_name AS table_alias0  INNER JOIN table_name AS table_alias1  ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias1.col_name) DESC LIMIT num,1
3689,SELECT table_alias1.col_name FROM table_name AS table_alias0  INNER JOIN table_name AS table_alias1  ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias0.col_name = boolean GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias1.col_name) DESC LIMIT num,1
3690,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `col_name col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string GROUP BY table_alias1.col_name,1
3691,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `col_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string,1
3692,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `col_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name IS NOT NULL GROUP BY table_alias1.col_name,1
3693,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `col_name-col_name` AS table_alias1 ON table_alias1.col_name = table_alias0.col_name ORDER BY table_alias0.col_name LIMIT num,1
3694,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `col_name-col_name` AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = boolean,1
3695,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `col_name-col_name` AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string,1
3696,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = boolean GROUP BY table_alias1.col_name HAVING COUNT(table_alias1.col_name) > num,1
3697,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string ORDER BY table_alias1.col_name LIMIT num,1
3698,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `table_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string,1
3699,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `table_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string AND table_alias1.col_name = string,1
3700,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `table_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias1.col_name IS NOT NULL GROUP BY table_alias1.col_name,1
3701,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `table_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias1.col_name) DESC LIMIT num,1
3702,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.`col_name col_name` = table_alias1.`col_name col_name` INNER JOIN table_name AS table_alias2 ON table_alias2.`col_name col_name` = table_alias0.`col_name col_name` WHERE table_alias0.col_name = string ORDER BY (table_alias0.col_name / (num - table_alias0.col_name)) DESC LIMIT num,1
3703,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.`col_name col_name` = table_alias1.`col_name col_name` ORDER BY table_alias0.col_name LIMIT num,1
3704,"SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.`col_name col_name` = table_alias1.`col_name col_name` WHERE strftime(string, table_alias0.col_name) < string",1
3705,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.`col_name col_name` = table_alias1.`col_name col_name` WHERE table_alias0.col_name = ( SELECT MAX(col_name) FROM table_name ),1
3706,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.`col_name` = table_alias1.`col_name` WHERE table_alias0.`month` = num,1
3707,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.`col_name` = table_alias1.`col_name` WHERE table_alias0.col_name = string,1
3708,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.`date` = table_alias1.`date` INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name AND table_alias0.col_name = table_alias2.col_name WHERE table_alias1.col_name = num AND table_alias0.col_name LIKE string OR string OR string GROUP BY table_alias1.col_name ORDER BY table_alias1.col_name DESC LIMIT num,1
3709,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.`col_name table_name` WHERE table_alias0.col_name = string AND table_alias0.col_name = string AND table_alias1.`Date col_name` = string,1
3710,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.`col_name table_name` WHERE table_alias0.col_name LIKE string,1
3711,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name,1
3712,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name AND col_name = col_name WHERE table_alias0.col_name = string AND table_alias1.col_name = string,1
3713,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name AND table_alias0.col_name = table_alias1.col_name GROUP BY table_alias1.col_name ORDER BY SUM(table_alias0.col_name) DESC LIMIT num,1
3714,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name AND table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name WHERE table_alias2.col_name = string AND table_alias2.col_name = string AND table_alias0.col_name = num,1
3715,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name AND table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias0.col_name WHERE table_alias2.col_name = num ORDER BY table_alias0.col_name DESC LIMIT num,1
3716,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name AND table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = num,1
3717,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name AND table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name > table_alias0.col_name,1
3718,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name AND table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias1.col_name = num,1
3719,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name AND table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string ORDER BY table_alias1.col_name DESC LIMIT num,1
3720,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name AND table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num ORDER BY table_alias0.col_name DESC LIMIT num,1
3721,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name AND table_alias0.col_name BETWEEN num AND num AND table_alias0.col_name BETWEEN num AND num ORDER BY table_alias0.col_name DESC LIMIT num,1
3722,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias0.col_name ORDER BY COUNT(*) DESC LIMIT num;,1
3723,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias0.col_name ORDER BY COUNT(table_alias0.col_name) LIMIT num,1
3724,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias0.col_name ORDER BY SUM(table_alias0.col_name) DESC LIMIT num,1
3725,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias1.col_name HAVING COUNT(table_alias0.col_name) >= num,1
3726,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias1.col_name HAVING COUNT(table_alias1.col_name) >= num,1
3727,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias0.col_name) LIMIT num,1
3728,"SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias0.col_name) LIMIT num, num",1
3729,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias1.col_name) ASC LIMIT num,1
3730,"SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias1.col_name) ASC LIMIT num, num",1
3731,"SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias1.col_name) DESC LIMIT num, num",1
3732,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias1.col_name ORDER BY SUM(table_alias0.col_name) ASC LIMIT num,1
3733,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN ( SELECT AVG(col_name) * num AS column_alias0 FROM table_name ) AS table_alias3 WHERE table_alias0.col_name > table_alias3.column_alias0,1
3734,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN ( SELECT table_alias3.col_name FROM table_name AS table_alias2 INNER JOIN table_name AS table_alias3 ON table_alias2.col_name = table_alias3.col_name GROUP BY table_alias3.col_name ORDER BY COUNT(table_alias2.col_name) DESC LIMIT num ) AS table_alias4 ON table_alias1.col_name = table_alias4.col_name WHERE table_alias0.col_name = string GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias0.col_name) DESC LIMIT num,1
3735,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN `col_name col_name` AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string AND table_alias0.col_name = string AND table_alias1.col_name = string,1
3736,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name INNER JOIN table_name AS table_alias3 ON table_alias1.col_name = table_alias3.col_name WHERE table_alias3.col_name LIKE string AND table_alias1.col_name = string,1
3737,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name INNER JOIN table_name AS table_alias3 ON table_alias2.col_name = table_alias3.col_name GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias2.col_name) DESC LIMIT num,1
3738,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name INNER JOIN table_name AS table_alias3 ON table_alias2.col_name = table_alias3.col_name WHERE table_alias3.col_name = string,1
3739,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name INNER JOIN table_name AS table_alias3 ON table_alias2.col_name = table_alias3.col_name WHERE table_alias3.col_name LIKE string AND table_alias0.col_name LIKE string,1
3740,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name ORDER BY table_alias2.col_name DESC LIMIT num,1
3741,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name ORDER BY table_alias2.col_name LIMIT num,1
3742,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name WHERE table_alias0.col_name = num AND table_alias2.table_name = string,1
3743,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name WHERE table_alias0.col_name > num AND table_alias2.col_name = string,1
3744,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name WHERE table_alias2.col_name = num AND table_alias2.col_name = string AND table_alias2.col_name = string,1
3745,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name WHERE table_alias2.col_name = string AND table_alias2.col_name = string,1
3746,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name WHERE table_alias2.col_name = string GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias0.col_name) DESC LIMIT num,1
3747,"SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name WHERE table_alias2.col_name IN (string, string)",1
3748,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name WHERE table_alias2.col_name LIKE string GROUP BY table_alias1.col_name,1
3749,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name INNER JOIN table_name AS table_alias3 ON table_alias0.col_name = table_alias3.col_name WHERE table_alias3.col_name = string AND table_alias2.col_name IS NULL,1
3750,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name INNER JOIN table_name AS table_alias3 ON table_alias1.col_name = table_alias3.col_name WHERE table_alias0.col_name = string AND table_alias3.col_name = string,1
3751,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name INNER JOIN table_name AS table_alias3 ON table_alias3.col_name = table_alias2.col_name WHERE table_alias0.col_name = string ORDER BY table_alias3.col_name DESC LIMIT num,1
3752,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name ORDER BY table_alias0.col_name DESC LIMIT num,1
3753,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name = boolean ORDER BY table_alias2.col_name DESC LIMIT num,1
3754,"SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name = string AND STRFTIME(string, table_alias0.col_name) - STRFTIME(string, table_alias0.col_name) = num AND table_alias1.col_name IS NOT NULL",1
3755,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string,1
3756,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string AND table_alias2.col_name = string,1
3757,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name LIKE string AND table_alias0.col_name LIKE string AND table_alias0.col_name LIKE string AND table_alias0.col_name LIKE string AND table_alias0.col_name = num,1
3758,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name LIKE string AND table_alias0.col_name LIKE string AND table_alias0.col_name LIKE string GROUP BY table_alias1.col_name,1
3759,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name LIKE string AND table_alias2.col_name = string,1
3760,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name LIKE string ORDER BY table_alias2.col_name DESC LIMIT num,1
3761,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = num AND table_alias0.col_name = string AND table_alias0.col_name = string,1
3762,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string AND table_alias0.col_name = string ORDER BY table_alias1.col_name DESC LIMIT num,1
3763,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string AND table_alias2.col_name = string AND table_alias0.col_name = string,1
3764,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string GROUP BY table_alias1.col_name ORDER BY COUNT(table_alias1.col_name) LIMIT num,1
3765,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string LIMIT num,1
3766,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name > num AND table_alias2.col_name < num,1
3767,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias0.col_name WHERE table_alias2.col_name = string ORDER BY table_alias0.col_name DESC LIMIT num,1
3768,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias1.col_name,1
3769,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias2.col_name = string AND table_alias1.col_name = boolean,1
